Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,CLTV (Predicted Thou. IDR)
29,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.415,0,7485.4
40,Bandung,High End,1,1,0,1,1,1,Credit,143.13,0,2967.9
25,Bandung,High End,0,0,0,0,0,0,Pulsa,90.675,0,4004.0
22,Bandung,Mid End,0,0,1,0,1,1,Pulsa,65.78,0,3710.2
72,Bandung,Mid End,1,1,1,1,1,1,Debit,85.28,0,5679.7
33,Bandung,Mid End,0,1,1,1,1,1,Credit,106.73,0,2965.3
23,Bandung,High End,0,1,0,1,0,0,Digital Wallet,102.83,0,4704.7
69,Bandung,Mid End,1,1,1,1,1,1,Digital Wallet,117.845,0,8433.1
3,Bandung,Low End,0,0,0,0,0,0,Credit,26.715,0,3606.2
56,Bandung,Mid End,0,1,0,1,1,1,Debit,98.475,0,8433.1
65,Bandung,High End,1,0,1,1,1,1,Credit,143.0,0,8256.3
71,Bandung,Low End,0,0,0,0,0,0,Pulsa,27.105,0,6288.1
14,Bandung,High End,0,0,1,0,0,0,Debit,104.455,0,4258.8
2,Bandung,High End,0,0,0,0,0,0,Pulsa,91.195,0,6292.0
40,Bandung,Mid End,1,0,1,0,0,1,Pulsa,87.685,0,6128.2
1,Bandung,Low End,0,0,0,0,0,0,Credit,26.975,0,3628.3
7,Bandung,High End,0,0,0,0,0,0,Digital Wallet,90.87,0,5930.6
15,Bandung,Mid End,0,0,0,0,0,0,Pulsa,66.43,0,6315.4
71,Bandung,Low End,0,0,0,0,0,0,Debit,33.215,0,8196.5
54,Bandung,Mid End,1,0,0,1,0,0,Debit,78.0,0,6237.4
31,Bandung,High End,1,1,0,1,0,0,Credit,117.715,0,7438.6
11,Bandung,High End,1,0,0,0,0,0,Pulsa,99.32,0,5242.9
18,Bandung,High End,0,0,1,0,0,1,Pulsa,110.435,0,5041.4
72,Bandung,High End,1,1,0,1,1,1,Debit,143.13,0,6801.6
71,Bandung,High End,0,1,0,0,1,1,Credit,129.545,0,5513.3
5,Bandung,Mid End,0,0,1,1,1,0,Credit,59.02,0,3378.7
38,Bandung,Mid End,0,0,1,1,0,1,Credit,89.7,0,5833.1
5,Bandung,Mid End,0,0,0,1,0,0,Debit,63.245,0,4299.1
52,Bandung,Mid End,1,0,1,0,0,0,Debit,77.805,0,6610.5
68,Bandung,Mid End,0,1,1,0,1,1,Pulsa,104.845,0,7688.2
69,Bandung,Low End,0,0,0,0,0,0,Credit,26.715,0,6975.8
42,Bandung,Mid End,1,1,0,1,0,0,Credit,86.32,0,4904.9
50,Bandung,High End,0,1,0,1,1,1,Digital Wallet,130.26,0,7044.7
33,Bandung,Mid End,0,0,0,0,0,0,Credit,57.915,0,3148.6
7,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.455,0,4027.4
64,Bandung,High End,1,1,1,0,0,0,Pulsa,119.34,0,6982.3
59,Bandung,Low End,0,0,0,0,0,0,Debit,26.26,0,6780.8
6,Bandung,Mid End,0,0,0,0,0,0,Pulsa,65.455,0,4474.6
3,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,24.44,0,3913.0
15,Bandung,Low End,0,0,0,0,0,0,Credit,26.585,0,6739.2
13,Bandung,Mid End,0,0,0,0,1,1,Pulsa,84.175,0,6163.3
23,Bandung,High End,0,1,0,0,1,1,Credit,128.31,0,7515.3
31,Bandung,High End,1,0,0,0,1,0,Pulsa,116.285,0,7276.1
29,Bandung,Mid End,1,1,0,1,0,0,Pulsa,76.375,0,6757.4
49,Bandung,Low End,0,0,0,0,0,0,Credit,26.91,0,5296.2
56,Bandung,High End,0,0,0,0,1,0,Debit,111.28,0,8427.9
63,Bandung,Mid End,1,1,1,1,0,1,Credit,104.39,0,7220.2
63,Bandung,Mid End,0,0,1,1,1,1,Credit,103.74,0,5294.9
24,Bandung,High End,1,0,0,0,0,0,Pulsa,103.805,0,4435.6
36,Bandung,Mid End,0,0,1,1,0,0,Credit,70.33,0,5222.1
21,Bandung,Mid End,1,0,1,1,1,1,Digital Wallet,105.17,0,7452.9
13,Bandung,Low End,0,0,0,0,0,0,Debit,31.85,0,6600.1
1,Bandung,Low End,0,0,0,0,0,0,Debit,26.195,0,5148.0
25,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.065,0,2613.0
71,Bandung,Low End,0,0,0,0,0,0,Debit,25.48,0,8377.2
66,Bandung,High End,1,1,1,1,1,1,Debit,148.59,0,6893.9
45,Bandung,High End,1,1,0,0,1,1,Pulsa,130.39,0,6328.4
22,Jakarta,High End,0,0,0,0,1,0,Credit,104.0,0,3432.0
67,Jakarta,Low End,0,0,0,0,0,0,Debit,27.105,0,7763.6
68,Jakarta,High End,0,0,1,0,1,0,Debit,116.935,0,7373.6
0,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.0,0,4891.9
4,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,63.375,0,3962.4
63,Jakarta,Mid End,1,1,1,1,0,1,Credit,104.0,0,7202.0
21,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.455,0,4837.3
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.325,0,3182.4
17,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.22,0,4629.3
30,Jakarta,High End,1,0,0,0,1,1,Debit,130.52,0,4911.4
22,Jakarta,Mid End,1,1,0,1,0,0,Digital Wallet,75.335,0,6546.8
9,Jakarta,Mid End,0,0,0,1,1,0,Debit,77.35,0,5214.3
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,24.96,0,3909.1
19,Jakarta,Mid End,0,0,1,1,0,0,Pulsa,77.415,0,5133.7
72,Jakarta,High End,1,1,1,1,1,0,Debit,135.135,0,6624.8
70,Jakarta,Mid End,1,0,1,0,1,0,Credit,89.635,0,6315.4
66,Jakarta,High End,1,1,1,1,0,1,Debit,134.03,0,8037.9
7,Jakarta,Mid End,0,0,0,0,0,0,Pulsa,32.11,0,5033.6
46,Jakarta,High End,1,1,0,1,1,1,Pulsa,143.26,0,5410.6
32,Jakarta,Mid End,0,1,1,0,0,0,Debit,81.185,0,7074.6
24,Jakarta,High End,0,1,1,0,0,1,Pulsa,116.415,0,2609.1
37,Jakarta,Mid End,1,1,1,1,1,0,Credit,102.57,0,4941.3
8,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.455,0,5950.1
72,Jakarta,Mid End,1,0,1,0,1,0,Debit,92.885,0,7352.8
71,Jakarta,Mid End,1,1,1,1,0,0,Credit,60.255,0,7047.3
16,Jakarta,High End,0,1,0,0,1,1,Debit,123.045,0,3965.0
57,Jakarta,Mid End,1,0,1,1,0,1,Debit,64.87,0,7625.8
66,Jakarta,Low End,0,0,0,0,0,0,Debit,33.085,0,5411.9
21,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.975,0,2785.9
66,Jakarta,Mid End,1,1,1,0,0,0,Credit,85.93,0,7712.9
17,Jakarta,Mid End,0,1,0,0,1,1,Debit,98.02,0,6307.6
8,Jakarta,Low End,0,0,0,0,0,0,Credit,27.365,0,2805.4
27,Jakarta,Mid End,1,0,1,1,1,0,Credit,90.155,0,3185.0
34,Jakarta,High End,0,1,0,0,0,1,Digital Wallet,115.505,0,5218.2
30,Jakarta,High End,0,1,0,0,1,1,Debit,126.1,0,5363.8
33,Jakarta,Mid End,0,1,1,0,1,0,Credit,86.32,0,4995.9
14,Jakarta,Mid End,1,1,0,0,0,1,Digital Wallet,89.96,0,3732.3
16,Jakarta,High End,0,0,0,1,0,0,Credit,103.35,0,6552.0
49,Jakarta,High End,0,0,1,1,1,1,Credit,130.845,0,7148.7
70,Jakarta,Mid End,1,1,1,1,1,0,Debit,103.61,0,6302.4
32,Jakarta,Mid End,1,1,0,1,0,0,Debit,79.82,0,3443.7
18,Jakarta,High End,0,0,0,0,0,0,Pulsa,90.74,0,3147.3
37,Jakarta,Mid End,1,1,0,1,0,0,Digital Wallet,52.715,0,5265.0
4,Jakarta,High End,0,0,0,0,0,0,Pulsa,98.345,0,7014.8
16,Jakarta,High End,1,1,1,0,0,0,Pulsa,117.91,0,6290.7
17,Jakarta,High End,0,1,0,0,0,0,Debit,104.65,0,4668.3
19,Jakarta,Mid End,1,1,1,0,0,0,Pulsa,78.78,0,3201.9
60,Jakarta,High End,0,0,1,0,1,1,Credit,131.495,0,6891.3
51,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,32.435,0,7099.3
28,Jakarta,Low End,0,0,0,0,0,0,Credit,26.39,0,3832.4
43,Jakarta,Mid End,0,1,0,0,0,1,Pulsa,78.0,0,5998.2
42,Jakarta,Low End,0,0,0,0,0,0,Pulsa,26.325,0,7722.0
1,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,58.175,0,5353.4
63,Jakarta,High End,1,1,1,0,1,0,Credit,127.4,0,7785.7
68,Jakarta,High End,1,1,0,1,1,1,Pulsa,140.01,0,6519.5
60,Jakarta,High End,0,1,1,0,1,1,Pulsa,136.11,0,8041.8
45,Jakarta,High End,0,0,0,0,1,1,Debit,122.07,0,5148.0
70,Jakarta,Mid End,1,1,1,1,1,1,Credit,112.385,0,7735.0
4,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.22,0,5722.6
68,Jakarta,Low End,0,0,0,0,0,0,Credit,32.435,0,7989.8
22,Jakarta,High End,1,0,0,0,0,0,Debit,97.5,0,5252.0
18,Jakarta,High End,0,0,1,1,0,0,Pulsa,101.66,0,3680.3
29,Jakarta,High End,0,0,0,1,1,1,Pulsa,122.46,0,5929.3
31,Jakarta,Mid End,0,0,1,0,1,1,Pulsa,65.065,0,5887.7
48,Jakarta,Mid End,0,0,1,1,0,1,Digital Wallet,90.415,0,3221.4
50,Jakarta,High End,1,1,1,1,0,0,Credit,117.13,0,8365.5
7,Jakarta,Mid End,0,0,0,0,0,0,Debit,58.045,0,5590.0
68,Jakarta,High End,1,0,1,0,0,0,Credit,104.455,0,7740.2
26,Jakarta,High End,0,0,1,0,1,1,Debit,127.53,0,4048.2
57,Jakarta,Mid End,0,0,1,1,1,1,Credit,69.355,0,7099.3
3,Jakarta,Low End,0,0,0,0,0,0,Pulsa,25.415,0,5055.7
19,Jakarta,Mid End,1,0,0,0,0,0,Debit,63.635,0,3112.2
3,Jakarta,Mid End,0,0,0,0,1,0,Pulsa,70.46,0,4117.1
59,Jakarta,Low End,0,0,0,0,0,0,Pulsa,31.785,0,8054.8
42,Jakarta,Mid End,1,0,0,0,1,0,Debit,52.195,0,5652.4
67,Jakarta,Low End,0,0,0,0,0,0,Credit,33.28,0,6342.7
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,91.455,0,3538.6
66,Jakarta,Mid End,1,1,1,1,1,1,Debit,119.21,0,7088.9
61,Jakarta,High End,0,0,1,0,0,1,Digital Wallet,115.96,0,7196.8
4,Jakarta,Low End,0,0,0,0,0,0,Credit,31.33,0,5801.9
64,Jakarta,Mid End,0,1,0,0,0,0,Debit,70.005,0,6440.2
54,Jakarta,High End,1,1,1,1,1,1,Debit,150.28,0,5638.1
1,Jakarta,Low End,0,0,0,0,0,0,Credit,25.675,0,7551.7
54,Jakarta,Low End,0,0,0,0,0,0,Debit,31.265,0,5250.7
18,Jakarta,Low End,0,0,0,0,0,0,Credit,32.89,0,4440.8
3,Jakarta,High End,0,1,0,0,0,1,Pulsa,109.59,0,7576.4
72,Jakarta,Mid End,1,1,1,1,1,1,Credit,116.675,0,6624.8
60,Jakarta,High End,0,1,1,0,1,1,Pulsa,127.335,0,7995.0
11,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.0,0,7588.1
61,Jakarta,High End,0,1,1,1,1,1,Credit,135.07,0,5302.7
39,Jakarta,Low End,0,0,0,0,0,0,Credit,26.91,0,4852.9
37,Jakarta,Low End,0,0,0,0,0,0,Credit,26.195,0,5748.6
72,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,33.8,0,6986.2
72,Jakarta,Mid End,0,1,1,1,1,0,Credit,100.555,0,8062.6
8,Jakarta,Mid End,1,0,0,1,0,1,Debit,85.865,0,5404.1
22,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.87,0,7354.1
38,Jakarta,Mid End,0,1,0,1,0,1,Credit,88.595,0,4382.3
17,Jakarta,Mid End,0,1,1,1,1,1,Pulsa,105.105,0,5086.9
70,Jakarta,Mid End,0,1,1,1,1,0,Debit,98.15,0,7831.2
28,Jakarta,High End,0,0,0,0,0,1,Pulsa,104.78,0,3836.3
15,Jakarta,High End,0,1,0,0,1,0,Debit,108.16,0,5324.8
72,Jakarta,Mid End,1,1,1,1,1,1,Debit,113.815,0,6943.3
57,Jakarta,High End,0,1,1,1,1,1,Debit,142.22,0,7833.8
46,Jakarta,Mid End,1,1,0,0,1,0,Pulsa,59.215,0,7234.5
30,Jakarta,Low End,0,0,0,0,0,0,Credit,26.91,0,3239.6
10,Jakarta,High End,1,0,0,0,0,0,Pulsa,97.89,0,5530.2
32,Jakarta,High End,1,1,1,0,0,1,Credit,121.42,0,4191.2
13,Jakarta,High End,1,0,0,0,0,0,Credit,95.875,0,2691.0
44,Jakarta,High End,0,1,1,0,1,0,Credit,114.595,0,5345.6
9,Jakarta,Mid End,0,0,0,1,0,0,Digital Wallet,63.96,0,2788.5
67,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.545,0,6492.2
71,Jakarta,High End,0,1,1,0,1,1,Debit,136.695,0,7419.1
1,Jakarta,Mid End,0,0,0,1,0,0,Credit,63.7,0,6875.7
17,Jakarta,Mid End,0,1,0,0,1,1,Digital Wallet,64.74,0,7247.5
1,Jakarta,Low End,0,0,0,0,0,0,Debit,27.235,0,2970.5
32,Jakarta,High End,0,0,1,0,0,0,Digital Wallet,103.09,0,6814.6
41,Jakarta,Low End,0,0,0,0,0,0,Debit,25.35,0,3179.8
1,Jakarta,Mid End,0,0,0,0,0,0,Debit,57.395,0,4033.9
62,Jakarta,High End,1,1,0,0,1,1,Pulsa,137.15,0,5552.3
17,Jakarta,High End,0,1,1,1,0,0,Credit,120.51,0,3051.1
72,Jakarta,Low End,0,0,0,0,0,0,Debit,34.125,0,6627.4
56,Jakarta,High End,0,1,0,1,1,0,Credit,126.035,0,8429.2
9,Jakarta,Low End,0,0,0,0,0,0,Credit,26.585,0,3109.6
72,Jakarta,High End,1,1,1,1,1,1,Debit,150.54,0,8422.7
20,Jakarta,High End,1,1,1,1,1,1,Debit,140.66,0,2732.6
19,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.26,0,6267.3
53,Jakarta,Mid End,0,0,1,1,1,1,Credit,71.37,0,7380.1
6,Jakarta,Low End,0,0,0,0,0,0,Debit,26.195,0,7489.3
9,Jakarta,High End,0,0,1,0,1,0,Pulsa,117.455,0,3890.9
8,Jakarta,Mid End,0,1,0,0,0,0,Pulsa,72.475,0,7385.3
71,Jakarta,High End,1,1,1,1,1,1,Debit,148.98,0,5292.3
71,Jakarta,Mid End,1,1,1,1,1,1,Debit,86.84,0,6107.4
68,Jakarta,High End,0,1,0,1,1,1,Pulsa,130.39,0,7484.1
34,Jakarta,High End,0,1,0,1,1,1,Pulsa,136.955,0,7153.9
26,Jakarta,High End,0,1,1,1,0,0,Pulsa,110.76,0,6702.8
7,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,24.635,0,5326.1
20,Jakarta,High End,0,0,0,0,0,0,Debit,90.74,0,7092.8
60,Jakarta,High End,0,1,1,0,1,1,Pulsa,137.995,0,5349.5
72,Jakarta,Low End,0,0,0,0,0,0,Pulsa,26.715,0,7551.7
72,Jakarta,High End,0,1,1,0,1,1,Credit,137.475,0,7581.6
4,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,32.825,0,5150.6
16,Jakarta,Low End,0,0,0,0,0,0,Pulsa,25.675,0,4780.1
62,Jakarta,High End,1,0,1,0,1,1,Pulsa,136.305,0,6579.3
10,Jakarta,Mid End,0,0,0,1,0,1,Digital Wallet,79.235,0,5619.9
31,Jakarta,High End,0,1,0,0,0,0,Pulsa,105.495,0,3940.3
71,Jakarta,Low End,0,0,0,0,0,0,Credit,24.83,0,5513.3
58,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,27.04,0,6185.4
70,Jakarta,Mid End,1,1,1,1,1,1,Credit,117.195,0,7571.2
71,Jakarta,Mid End,1,1,1,1,1,1,Pulsa,117.13,0,6570.2
69,Jakarta,Mid End,1,0,1,1,0,1,Credit,96.33,0,5465.2
72,Jakarta,High End,1,1,1,1,1,1,Debit,154.375,0,7117.5
26,Jakarta,High End,0,0,0,1,0,1,Credit,111.67,0,5249.4
33,Jakarta,High End,0,0,1,1,0,1,Credit,123.5,0,6030.7
10,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.195,0,3686.8
57,Jakarta,High End,1,0,1,1,0,1,Credit,131.69,0,5747.3
10,Jakarta,Low End,0,0,0,0,0,0,Pulsa,27.56,0,2685.8
39,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,31.46,0,4041.7
11,Jakarta,Low End,0,0,0,0,0,0,Debit,26.39,0,5444.4
68,Jakarta,Mid End,0,1,1,1,1,1,Debit,110.89,0,6151.6
18,Jakarta,High End,0,0,1,0,1,0,Credit,116.48,0,2949.7
18,Jakarta,Mid End,1,0,0,0,0,0,Digital Wallet,73.125,0,2960.1
52,Jakarta,Mid End,0,0,1,0,0,0,Debit,66.235,0,5587.4
56,Jakarta,High End,1,1,1,1,1,1,Digital Wallet,150.605,0,6418.1
45,Jakarta,High End,0,0,1,1,1,1,Debit,134.745,0,2837.9
67,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,33.93,0,8405.8
3,Jakarta,Mid End,1,0,0,1,0,0,Digital Wallet,45.63,0,4693.0
65,Jakarta,High End,0,1,1,0,1,1,Debit,128.83,0,5946.2
63,Jakarta,Mid End,0,1,0,1,0,1,Digital Wallet,87.425,0,8369.4
11,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,32.5,0,7031.7
1,Jakarta,Mid End,0,0,0,1,0,1,Digital Wallet,77.415,0,7571.2
55,Jakarta,Mid End,0,0,1,0,1,1,Debit,101.14,0,8427.9
25,Jakarta,Mid End,0,0,0,1,0,0,Digital Wallet,71.63,0,3248.7
72,Jakarta,Low End,0,0,0,0,0,0,Credit,31.395,0,7296.9
65,Jakarta,Mid End,0,1,0,1,1,0,Digital Wallet,58.825,0,7425.6
7,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.325,0,6440.2
72,Jakarta,Mid End,1,1,0,1,0,0,Debit,84.175,0,6077.5
21,Jakarta,Mid End,0,0,0,0,1,0,Debit,70.98,0,7491.9
2,Jakarta,Low End,0,0,0,0,0,0,Debit,26.91,0,2739.1
4,Jakarta,High End,0,0,1,0,1,1,Pulsa,123.175,0,3584.1
72,Jakarta,High End,1,1,1,1,1,1,Credit,150.54,0,6669.0
6,Jakarta,Mid End,1,0,0,0,0,0,Pulsa,64.285,0,4773.6
52,Jakarta,High End,0,0,1,0,0,1,Credit,108.94,0,8240.7
69,Jakarta,High End,0,1,1,0,0,1,Debit,123.955,0,7971.6
8,Jakarta,High End,0,0,1,0,0,0,Debit,96.265,0,6368.7
63,Jakarta,High End,0,0,1,0,0,1,Debit,116.48,0,5769.4
60,Jakarta,High End,1,1,1,1,1,1,Credit,151.58,0,7384.0
12,Jakarta,Mid End,1,0,0,1,0,0,Debit,70.46,0,5816.2
13,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.09,0,7692.1
22,Jakarta,Mid End,1,1,1,0,0,0,Digital Wallet,84.565,0,6121.7
72,Jakarta,Low End,0,0,0,0,0,0,Debit,31.265,0,6181.5
2,Jakarta,Low End,0,0,0,0,0,0,Debit,24.375,0,6961.5
40,Jakarta,Low End,0,0,0,0,0,0,Debit,26.195,0,4622.8
44,Jakarta,Low End,0,0,0,0,0,0,Debit,26.0,0,4865.9
71,Jakarta,Mid End,1,1,0,1,1,0,Debit,92.3,0,6821.1
26,Jakarta,High End,0,0,0,0,1,1,Pulsa,121.68,0,5239.0
1,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,31.72,0,6619.6
3,Jakarta,Mid End,0,0,0,1,1,0,Digital Wallet,84.825,0,3330.6
13,Jakarta,Mid End,0,0,0,1,0,0,Digital Wallet,65.715,0,7189.0
1,Jakarta,High End,0,0,0,0,0,0,Digital Wallet,91.91,0,5272.8
4,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,58.825,0,3608.8
2,Jakarta,High End,0,0,0,0,0,0,Pulsa,91.39,0,3874.0
72,Jakarta,High End,1,1,0,1,1,1,Credit,141.635,0,7485.4
37,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,34.385,0,6966.7
23,Jakarta,Low End,0,0,0,0,0,0,Credit,25.545,0,7690.8
42,Jakarta,Low End,0,0,0,0,0,0,Pulsa,24.765,0,6618.3
32,Jakarta,Mid End,1,0,0,0,1,1,Digital Wallet,97.175,0,3679.0
22,Jakarta,High End,0,0,0,0,0,0,Debit,98.54,0,5822.7
42,Jakarta,Mid End,0,0,0,0,0,0,Credit,32.63,0,6446.7
8,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,57.785,0,6381.7
65,Jakarta,High End,1,0,1,0,1,1,Credit,135.59,0,6496.1
70,Jakarta,Mid End,1,1,1,1,1,1,Debit,115.7,0,7345.0
22,Jakarta,Low End,0,0,0,0,0,0,Credit,26.195,0,3538.6
67,Jakarta,Mid End,1,1,0,0,0,0,Debit,46.995,0,8208.2
25,Jakarta,Low End,0,0,0,0,0,0,Credit,24.96,0,2806.7
20,Jakarta,Low End,0,0,0,0,0,0,Debit,25.025,0,5378.1
2,Jakarta,Mid End,1,0,0,0,0,1,Credit,79.56,0,6572.8
51,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.585,0,7926.1
46,Jakarta,Mid End,1,1,0,0,0,0,Debit,45.565,0,6277.7
13,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,57.2,0,7294.3
26,Jakarta,Mid End,0,0,1,0,0,0,Digital Wallet,65.455,0,4401.8
19,Jakarta,Low End,0,0,0,0,0,0,Pulsa,26.0,0,6744.4
72,Jakarta,Mid End,1,1,0,1,1,1,Debit,112.32,0,7948.2
18,Jakarta,Mid End,1,1,0,0,0,0,Credit,75.92,0,3655.6
24,Jakarta,High End,0,0,0,0,1,1,Pulsa,122.33,0,4149.6
46,Jakarta,High End,0,1,1,1,1,1,Credit,141.57,0,6654.7
72,Jakarta,High End,1,1,1,1,0,1,Debit,139.62,0,6882.2
70,Jakarta,High End,1,0,0,0,0,1,Pulsa,118.105,0,6667.7
2,Jakarta,Low End,0,0,0,0,0,0,Pulsa,25.87,0,3668.6
31,Jakarta,Mid End,0,0,1,1,0,1,Credit,86.32,0,4266.6
16,Jakarta,High End,1,0,1,0,1,1,Debit,130.91,0,4338.1
52,Jakarta,Low End,0,0,0,0,0,0,Credit,33.28,0,7360.6
13,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.805,0,3806.4
35,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.975,0,5539.3
59,Jakarta,High End,0,0,1,0,1,1,Pulsa,124.54,0,7111.0
72,Jakarta,High End,0,0,1,0,1,1,Pulsa,123.045,0,7725.9
49,Jakarta,High End,1,1,1,1,0,1,Credit,138.645,0,7732.4
2,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,59.605,0,2918.5
21,Jakarta,High End,0,1,1,0,1,1,Pulsa,135.655,0,6414.2
54,Jakarta,Mid End,0,1,1,0,1,1,Pulsa,72.085,0,5877.3
1,Jakarta,Mid End,1,1,0,0,0,0,Pulsa,79.495,0,5969.6
6,Jakarta,High End,1,1,0,0,0,0,Pulsa,102.635,0,5320.9
49,Jakarta,High End,1,1,1,0,1,1,Credit,141.96,0,7806.5
56,Jakarta,Mid End,1,1,1,0,0,0,Credit,79.69,0,5424.9
56,Jakarta,High End,1,1,0,0,0,1,Pulsa,125.905,0,7382.7
6,Jakarta,Mid End,0,1,1,1,0,0,Digital Wallet,52.715,0,3725.8
32,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.74,0,6026.8
50,Jakarta,High End,1,1,1,0,1,1,Pulsa,140.725,0,6463.6
58,Jakarta,High End,0,0,1,1,1,1,Debit,136.565,0,7631.0
65,Jakarta,Mid End,1,1,1,1,1,1,Digital Wallet,117.585,0,7161.7
64,Jakarta,Mid End,1,1,1,1,1,1,Credit,112.32,0,8416.2
66,Jakarta,Mid End,1,1,1,0,0,0,Debit,86.97,0,7209.8
38,Jakarta,High End,1,0,1,1,1,1,Pulsa,143.91,0,7099.3
20,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.0,0,4660.5
64,Jakarta,High End,0,0,1,1,1,1,Pulsa,132.73,0,7930.0
60,Jakarta,Mid End,0,1,1,1,1,0,Credit,91.195,0,5538.0
50,Jakarta,Mid End,1,1,1,1,0,1,Debit,104.065,0,7569.9
72,Jakarta,Mid End,1,1,1,0,0,1,Pulsa,63.96,0,6110.0
60,Jakarta,Low End,0,0,0,0,0,0,Debit,26.65,0,7602.4
46,Jakarta,Mid End,1,0,1,1,0,0,Digital Wallet,49.725,0,3448.9
69,Jakarta,Mid End,0,1,1,0,1,1,Credit,71.435,0,5427.5
31,Jakarta,High End,0,0,1,1,1,0,Debit,125.58,0,4373.2
19,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.87,0,7753.2
71,Jakarta,Low End,0,0,0,0,0,0,Credit,25.87,0,7819.5
12,Jakarta,High End,1,1,1,0,0,0,Pulsa,109.98,0,3248.7
44,Jakarta,Mid End,0,1,1,1,1,1,Debit,110.825,0,2979.6
56,Jakarta,Mid End,1,1,1,1,1,0,Credit,105.625,0,7679.1
72,Jakarta,High End,1,1,1,1,1,1,Debit,150.15,0,6106.1
11,Jakarta,High End,1,0,0,0,0,0,Debit,102.7,0,5050.5
15,Jakarta,High End,0,1,0,0,1,1,Pulsa,123.045,0,7628.4
72,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,27.04,0,6013.8
56,Jakarta,Mid End,0,1,1,0,0,0,Credit,77.35,0,7120.1
64,Jakarta,Low End,0,0,0,0,0,0,Debit,26.065,0,5601.7
34,Jakarta,High End,0,0,1,0,1,1,Pulsa,130.585,0,4867.2
35,Jakarta,Low End,0,0,0,0,0,0,Debit,26.78,0,3715.4
22,Jakarta,Low End,0,0,0,0,0,0,Credit,26.39,0,3598.4
9,Jakarta,Mid End,1,1,1,0,0,0,Digital Wallet,51.415,0,4881.5
23,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.585,0,4464.2
68,Jakarta,Low End,0,0,0,0,0,0,Debit,32.825,0,5942.3
33,Jakarta,High End,0,0,0,0,1,1,Pulsa,118.625,0,4284.8
31,Jakarta,Mid End,1,1,1,1,1,0,Debit,94.185,0,4127.5
56,Jakarta,Low End,0,0,0,0,0,0,Debit,25.61,0,6280.3
66,Jakarta,Mid End,1,1,1,1,1,0,Pulsa,97.63,0,7959.9
72,Jakarta,Low End,0,0,0,0,0,0,Debit,32.5,0,5557.5
34,Jakarta,High End,0,0,0,0,0,0,Credit,89.895,0,5821.4
58,Jakarta,High End,0,1,1,0,1,0,Pulsa,119.015,0,8349.9
37,Jakarta,Mid End,0,0,0,0,1,0,Credit,46.54,0,7355.4
71,Jakarta,High End,1,1,1,1,1,1,Credit,147.095,0,6441.5
1,Jakarta,Low End,0,0,0,0,0,0,Credit,25.805,0,3403.4
71,Jakarta,Low End,0,0,0,0,0,0,Credit,25.74,0,7564.7
